Date,Valeur fonciere,Arrondissement,Surface Carrez du 1er lot,Surface Carrez du 2eme lot,Surface Carrez du 3eme lot,Surface Carrez du 4eme lot,Surface Carrez du 5eme lot,Nombre de lots,Type local,Surface reelle bati ,Nombre pieces principales,Surface terrain,Total Surface Carrez,Prix par m2
2020,488270.0,3,46.08,0.0,0.0,0.0,0.0,3,Appartement,,2,0,46.08,10596.137152777777
2020,580000.0,3,0.0,41.02,0.0,0.0,0.0,2,Appartement,,2,0,41.02,14139.444173573866
2020,200780.0,8,15.62,0.0,0.0,0.0,0.0,1,Appartement,,1,0,15.62,12854.03329065301
2020,1781785.0,8,141.96,0.0,0.0,0.0,0.0,1,Appartement,,5,0,141.96,12551.317272471118
2020,1555000.0,8,133.84,0.0,0.0,0.0,0.0,1,Appartement,,4,0,133.84,11618.350268977883
2020,1072800.0,8,91.65,0.0,0.0,0.0,0.0,1,Appartement,,4,0,91.65,11705.400981996727
2020,363735.0,3,53.1,0.0,0.0,0.0,0.0,1,Appartement,,2,0,53.1,6850.0
2020,2408150.0,8,178.74,0.0,0.0,0.0,0.0,1,Appartement,,6,0,178.74,13472.921562045429
2020,1015111.0,1,68.1,0.0,0.0,0.0,0.0,2,Appartement,,2,0,68.1,14906.18208516887
2020,200000.0,1,15.4,0.0,0.0,0.0,0.0,1,Appartement,,1,0,15.4,12987.012987012986
2020,959500.0,3,74.11,0.0,0.0,0.0,0.0,2,Appartement,,3,0,74.11,12946.970719201188
2020,1878000.0,1,0.0,94.1,0.0,0.0,0.0,2,Appartement,,4,0,94.1,19957.49202975558
2020,1250000.0,1,62.5,0.0,0.0,0.0,0.0,1,Appartement,,4,0,62.5,20000.0
2020,459000.0,3,38.17,0.0,0.0,0.0,0.0,1,Appartement,,2,0,38.17,12025.150641865339
2020,229245.0,1,16.17,0.0,0.0,0.0,0.0,1,Appartement,,1,0,16.17,14177.179962894246
2020,520000.0,3,45.35,0.0,0.0,0.0,0.0,2,Appartement,,2,0,45.35,11466.372657111357
2020,499000.0,3,38.07,0.0,0.0,0.0,0.0,1,Appartement,,1,0,38.07,13107.433674809561
2020,499000.0,3,38.07,0.0,0.0,0.0,0.0,1,Appartement,,1,0,38.07,13107.433674809561
2020,4050000.0,8,0.0,330.56,0.0,0.0,0.0,2,Appartement,,7,0,330.56,12251.93610842207
2020,250000.0,3,17.41,0.0,0.0,0.0,0.0,1,Appartement,,1,0,17.41,14359.563469270533
2020,490000.0,3,38.01,0.0,0.0,0.0,0.0,1,Appartement,,2,0,38.01,12891.34438305709
2020,550000.0,3,47.04,0.0,0.0,0.0,0.0,1,Appartement,,2,0,47.04,11692.176870748299
2020,113500.0,8,10.96,0.0,0.0,0.0,0.0,1,Appartement,,1,0,10.96,10355.839416058394
2020,2864100.0,8,0.0,211.6,0.0,0.0,0.0,2,Appartement,,6,0,211.6,13535.444234404536
2020,650000.0,1,44.5,0.0,0.0,0.0,0.0,1,Appartement,,2,0,44.5,14606.741573033707
2020,461099.0,1,35.62,0.0,0.0,0.0,0.0,1,Appartement,,2,0,35.62,12944.946659180237
2020,425700.0,3,30.12,0.0,0.0,0.0,0.0,1,Appartement,,2,0,30.12,14133.466135458168
2020,905000.0,3,85.3,0.0,0.0,0.0,0.0,1,Appartement,,4,0,85.3,10609.613130128957
2020,450000.0,3,36.36,0.0,0.0,0.0,0.0,1,Appartement,,1,0,36.36,12376.237623762376
2020,411850.0,3,26.69,0.0,0.0,0.0,0.0,1,Appartement,,1,0,26.69,15430.872986137128
2020,535000.0,3,0.0,38.4,0.0,0.0,0.0,2,Appartement,,2,0,38.4,13932.291666666668
2020,370000.0,8,0.0,30.98,0.0,0.0,0.0,2,Appartement,,1,0,30.98,11943.189154293092
2020,485000.0,8,38.04,0.0,0.0,0.0,0.0,2,Appartement,,2,0,38.04,12749.737118822293
2020,632100.0,8,60.48,0.0,0.0,0.0,0.0,2,Appartement,,2,0,60.48,10451.388888888889
2020,360300.0,8,33.0,0.0,0.0,0.0,0.0,2,Appartement,,1,0,33.0,10918.181818181818
2020,148590.02,8,15.85,0.0,0.0,0.0,0.0,2,Appartement,,1,0,15.85,9374.764668769716
2020,195000.0,3,33.82,0.0,0.0,0.0,0.0,1,Appartement,,2,0,33.82,5765.81904198699
2020,418400.0,3,33.56,0.0,0.0,0.0,0.0,1,Appartement,,2,0,33.56,12467.222884386174
2020,650000.0,3,49.26,0.0,0.0,0.0,0.0,1,Appartement,,3,0,49.26,13195.290296386522
2020,421620.0,3,32.35,0.0,0.0,0.0,0.0,2,Appartement,,2,0,32.35,13033.07573415765
2020,357000.0,8,27.95,0.0,0.0,0.0,0.0,1,Appartement,,1,0,27.95,12772.808586762076
2020,1850000.0,3,132.68,0.0,0.0,0.0,0.0,1,Appartement,,5,0,132.68,13943.322279167922
2020,888250.0,8,76.47,0.0,0.0,0.0,0.0,2,Appartement,,4,0,76.47,11615.666274355957
2020,1050000.0,8,79.65,0.0,0.0,0.0,0.0,1,Appartement,,1,0,79.65,13182.67419962335
2020,935000.0,3,0.0,81.16,0.0,0.0,0.0,4,Appartement,,4,0,81.16,11520.453425332676
2020,580050.0,8,38.77,0.0,0.0,0.0,0.0,1,Appartement,,1,0,38.77,14961.31029146247
2020,517950.0,3,42.06,0.0,0.0,0.0,0.0,3,Appartement,,2,0,42.06,12314.550641940084
2020,2497490.0,8,159.0,0.0,0.0,0.0,0.0,1,Appartement,,6,0,159.0,15707.48427672956
2020,330000.0,3,25.58,0.0,0.0,0.0,0.0,1,Appartement,,2,0,25.58,12900.703674745897
2020,892000.0,3,78.3,0.0,0.0,0.0,0.0,2,Appartement,,3,0,78.3,11392.081736909324
